our_Trip_ID,our_President,our_Destination_Country,our_Start_Date,colt_TripID,classification,detail
1148,Sebastián Piñera,Vietnam,2012-03-21,2556-CHL-VNM-40989,Complementa,CityVisited: 'Hanoi'
1149,Sebastián Piñera,South Korea,2012-03-25,2556-CHL-KOR-40993,Complementa,CityVisited: 'Seoul'
1150,Sebastián Piñera,Japan,2012-03-28,2556-CHL-JPN-40996,Complementa,CityVisited: 'Tokyo'
1151,Luis Ángel González Macchi,Argentina,2000-06-30,1395-PRY-ARG-36707,Complementa,CityVisited: 'Buenos Aires'
1152,Luis Ángel González Macchi,Brazil,2000-08-31,1395-PRY-BRA-36769,Complementa,CityVisited: 'Brasília'
1153,Luis Ángel González Macchi,Panama,2000-11-17,1395-PRY-PAN-36847,Complementa,CityVisited: 'Panama City'
1154,Luis Ángel González Macchi,Brazil,2000-12-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2000-12-01 - 2000-12-01
1155,Luis Ángel González Macchi,Canada,2001-04-20,1395-PRY-CAN-37001,Complementa,CityVisited: 'Quebec City'
1156,Luis Ángel González Macchi,Peru,2001-11-23,1395-PRY-PER-37219,Complementa,CityVisited: 'Lima'
1157,Luis Ángel González Macchi,Uruguay,2001-12-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Uruguay en fechas 2001-12-01 - 2001-12-01
1158,Luis Ángel González Macchi,Ecuador,2002-07-26,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Ecuador en fechas 2002-07-26 - 2002-07-27
1159,Luis Ángel González Macchi,Argentina,2002-07-05,1395-PRY-ARG-37440,Complementa,CityVisited: 'Buenos Aires'
1160,Luis Ángel González Macchi,Dominican Republic,2002-11-15,1395-PRY-DOM-37574,Complementa,CityVisited: 'Bávaro'
1161,Luis Ángel González Macchi,Brazil,2003-01-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2003-01-01 - 2003-01-01
1162,Luis Ángel González Macchi,Argentina,2003-05-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Argentina en fechas 2003-05-25 - 2003-05-25
1163,Nicanor Duarte Frutos,United States,2003-09-23,1849-PRY-USA-37886,Complementa,CityVisited: 'New York'
1164,Nicanor Duarte Frutos,Bolivia,2003-11-14,1849-PRY-BOL-37940,Complementa,CityVisited: 'Santa Cruz de la Sierra'
1165,Nicanor Duarte Frutos,Uruguay,2003-12-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Uruguay en fechas 2003-12-01 - 2003-12-01
1166,Nicanor Duarte Frutos,Argentina,2004-07-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Argentina en fechas 2004-07-01 - 2004-07-01
1167,Nicanor Duarte Frutos,Costa Rica,2004-11-19,1849-PRY-CRI-38309,Complementa,CityVisited: 'San José'
1168,Nicanor Duarte Frutos,Brazil,2004-12-16,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2004-12-16 - 2004-12-17
1169,Nicanor Duarte Frutos,Brazil,2005-09-29,1849-PRY-BRA-38625,Complementa,CityVisited: 'Brasília'
1170,Nicanor Duarte Frutos,Spain,2005-10-14,1849-PRY-ESP-38639,Complementa,CityVisited: 'Salamanca'
1171,Nicanor Duarte Frutos,Argentina,2005-11-04,1849-PRY-ARG-38659,Complementa,CityVisited: 'Mar del Plata'
1172,Nicanor Duarte Frutos,Uruguay,2005-12-08,1849-PRY-URY-38695,Complementa,CityVisited: 'Montevideo'
1173,Nicanor Duarte Frutos,Argentina,2006-07-20,1849-PRY-ARG-38918,Complementa,CityVisited: 'Córdoba'
1174,Nicanor Duarte Frutos,Uruguay,2006-11-03,1849-PRY-URY-39024,Complementa,CityVisited: 'Montevideo'
1175,Nicanor Duarte Frutos,Bolivia,2006-12-08,1849-PRY-BOL-39059,Complementa,CityVisited: 'Cochabamba'
1176,Nicanor Duarte Frutos,Brazil,2006-12-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2006-12-01 - 2006-12-01
1177,Nicanor Duarte Frutos,Venezuela,2007-04-16,1849-PRY-VEN-39188,Complementa,CityVisited: 'Isla Margarita'
1178,Nicanor Duarte Frutos,Chile,2007-11-08,1849-PRY-CHL-39394,Complementa,CityVisited: 'Santiago'
1179,Nicanor Duarte Frutos,Uruguay,2007-12-18,1849-PRY-URY-39434,Complementa,CityVisited: 'Montevideo'
1180,Nicanor Duarte Frutos,Taiwan,2007-10-08,1849-PRY-TWN-39360,Complementa,CityVisited: 'Taipei'
1181,Nicanor Duarte Frutos,Argentina,2007-12-09,1849-PRY-ARG-39425,Complementa,CityVisited: 'Buenos Aires'
1182,Nicanor Duarte Frutos,Dominican Republic,2008-03-07,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Dominican Republic en fechas 2008-03-07 - 2008-03-07
1183,Nicanor Duarte Frutos,Argentina,2008-06-30,1849-PRY-ARG-39629,Complementa,CityVisited: 'San Miguel de Tucumán'
1184,Fernando Lugo,Chile,2008-09-15,2386-PRY-CHL-39706,Complementa,CityVisited: 'Santiago'
1185,Fernando Lugo,United States,2008-09-23,2386-PRY-USA-39712,Complementa,CityVisited: 'New York'
1186,Fernando Lugo,El Salvador,2008-10-29,2386-PRY-SLV-39750,Complementa,CityVisited: 'San Salvador'
1187,Fernando Lugo,Brazil,2008-12-16,2386-PRY-BRA-39798,Complementa,CityVisited: 'Costa do Sauípe (Bahía)'
1188,Fernando Lugo,Mexico,NA,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Mexico en fechas NA - NA
1189,Fernando Lugo,Colombia,NA,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Colombia en fechas NA - NA
1190,Fernando Lugo,Qatar,2009-03-30,2386-PRY-QAT-39903,Complementa,CityVisited: 'Doha'
1191,Fernando Lugo,Trinidad and Tobago,2009-04-17,2386-PRY-TTO-39920,Complementa,CityVisited: 'Port of Spain'
1192,Fernando Lugo,El Salvador,2009-07-05,2386-PRY-SLV-39999,Complementa,CityVisited: 'San Salvador'
1193,Fernando Lugo,Ecuador,2009-08-10,2386-PRY-ECU-40035,Complementa,CityVisited: 'Quito'
1194,Fernando Lugo,Argentina,2009-08-28,2386-PRY-ARG-40053,Complementa,CityVisited: 'San Carlos de Bariloche'
1195,Fernando Lugo,Italy,2009-11-16,2386-PRY-ITA-40133,Complementa,CityVisited: 'Rome'
1196,Fernando Lugo,Portugal,2009-11-29,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Portugal en fechas 2009-11-29 - 2009-12-01
1197,Fernando Lugo,Uruguay,2009-12-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Uruguay en fechas 2009-12-19 - 2009-12-20
1198,Fernando Lugo,Mexico,2010-02-22,2386-PRY-MEX-40229,Complementa,CityVisited: 'Playa del Carmen'
1199,Fernando Lugo,Uruguay,2010-03-01,2386-PRY-URY-40238,Complementa,CityVisited: 'Montevideo'
1200,Fernando Lugo,Argentina,2010-05-03,2386-PRY-ARG-40302,Complementa,CityVisited: 'Campana'
1201,Fernando Lugo,Argentina,2010-05-24,2386-PRY-ARG-40323,Complementa,CityVisited: 'Buenos Aires'
1202,Fernando Lugo,Peru,NA,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Peru en fechas NA - NA
1203,Fernando Lugo,Argentina,2010-08-02,2386-PRY-ARG-40393,Complementa,CityVisited: 'San Juan'
1204,Fernando Lugo,Guyana,2010-11-26,2386-PRY-GUY-40508,Complementa,CityVisited: 'Georgetown'
1205,Fernando Lugo,Argentina,2010-12-03,2386-PRY-ARG-40515,Complementa,CityVisited: 'Mar del Plata'
1206,Fernando Lugo,Brazil,2010-12-16,2386-PRY-BRA-40528,Complementa,CityVisited: 'Foz do Iguaçu'
1207,Fernando Lugo,Taiwan,2011-03-14,2386-PRY-TWN-40613,Complementa,CityVisited: 'Taipei'
1208,Fernando Lugo,Venezuela,2011-12-02,2386-PRY-VEN-40879,Complementa,CityVisited: 'Caracas'
1209,Fernando Lugo,Uruguay,2011-12-19,2386-PRY-URY-40897,Complementa,CityVisited: 'Montevideo'
1210,Fernando Lugo,Bolivia,2012-06-03,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Bolivia en fechas 2012-06-03 - 2012-06-05
1211,Fernando Lugo,Taiwan,2012-05-16,2386-PRY-TWN-41048,Complementa,CityVisited: 'Taipei'
1212,Fernando Lugo,India,2012-05-19,2386-PRY-IND-41052,Complementa,CityVisited: 'Nueva Delhi'
1213,Fernando Lugo,Thailand,2012-05-23,2386-PRY-THA-41055,Complementa,CityVisited: 'Bangkok'
1214,Fernando Lugo,South Korea,2012-05-26,2386-PRY-KOR-41056,Complementa,CityVisited: 'Seúl'
1215,Fernando Lugo,Japan,2012-05-29,2386-PRY-JPN-41058,Complementa,CityVisited: 'Tokio'
1216,Fernando Lugo,Argentina,NA,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Argentina en fechas NA - NA
1217,Fernando Lugo,United States,NA,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a United States en fechas NA - NA
1218,Fernando Lugo,Cuba,NA,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Cuba en fechas NA - NA
1219,Fernando Lugo,Belgium,NA,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Belgium en fechas NA - NA
1220,Federico Franco,United States,2012-09-22,2814-PRY-USA-41175,Complementa,CityVisited: 'New York'
1221,Federico Franco,United States,2013-04-05,2814-PRY-USA-41368,Complementa,CityVisited: 'Washington DC'
1222,Federico Franco,Taiwan,2013-05-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Taiwan en fechas 2013-05-01 - 2013-05-06
1223,Federico Franco,Spain,2013-04-03,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Spain en fechas 2013-04-03 - 2013-04-03
1224,Horacio Cartes,Argentina,2013-09-10,2931-PRY-ARG-41527,Complementa,CityVisited: 'Buenos Aires'
1225,Horacio Cartes,United States,2013-09-24,2931-PRY-USA-41538,Complementa,CityVisited: 'New York'
1226,Horacio Cartes,Brazil,2013-09-30,2931-PRY-BRA-41547,Complementa,CityVisited: 'Brasília'
1227,Horacio Cartes,Panama,2013-10-18,2931-PRY-PAN-41564,Complementa,CityVisited: 'Panama City'
1228,Horacio Cartes,Cuba,2014-01-28,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Cuba en fechas 2014-01-28 - 2014-01-29
1229,Horacio Cartes,Chile,2014-03-11,2931-PRY-CHL-41708,Complementa,CityVisited: 'Valparaíso'
1230,Horacio Cartes,Vatican City,2014-04-27,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Vatican City en fechas 2014-04-27 - 2014-04-28
1231,Horacio Cartes,Venezuela,2014-07-28,2931-PRY-VEN-41849,Complementa,CityVisited: 'Caracas'
1232,Horacio Cartes,United States,2014-09-24,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a United States en fechas 2014-09-24 - 2014-09-26
1233,Horacio Cartes,Mexico,2014-12-08,2931-PRY-MEX-41981,Complementa,CityVisited: 'Veracruz'
1234,Horacio Cartes,Argentina,2014-12-16,2931-PRY-ARG-41990,Complementa,CityVisited: 'Paraná'
1235,Horacio Cartes,Spain,2015-06-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Spain en fechas 2015-06-01 - 2015-06-02
1236,Horacio Cartes,Brazil,2015-07-17,2931-PRY-BRA-42202,Complementa,CityVisited: 'Brasília'
1237,Horacio Cartes,United States,2015-09-26,2931-PRY-USA-42275,Complementa,CityVisited: 'New York'
1238,Horacio Cartes,Ecuador,2016-01-26,2931-PRY-ECU-42396,Complementa,CityVisited: 'Quito'
1239,Horacio Cartes,Uruguay,2016-07-12,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Uruguay en fechas 2016-07-12 - 2016-07-12
1240,Horacio Cartes,Peru,2016-07-28,2931-PRY-PER-42579,Complementa,CityVisited: 'Lima'
1241,Horacio Cartes,United States,2016-09-20,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a United States en fechas 2016-09-20 - 2016-09-22
1242,Horacio Cartes,Vatican City,2017-01-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Vatican City en fechas 2017-01-15 - 2017-01-16
1243,Horacio Cartes,Taiwan,2017-07-11,2931-PRY-TWN-42927,Complementa,CityVisited: 'Taipei'
1244,Horacio Cartes,Argentina,2017-07-21,2931-PRY-ARG-42937,Complementa,CityVisited: 'Mendoza'
1245,Horacio Cartes,United States,2017-09-19,2931-PRY-USA-42998,Complementa,CityVisited: 'New York'
1246,Horacio Cartes,Vatican City,2017-11-07,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Vatican City en fechas 2017-11-07 - 2017-11-10
1247,Horacio Cartes,Brazil,2017-12-20,2931-PRY-BRA-43090,Complementa,CityVisited: 'Brasília'
1248,Horacio Cartes,Israel,2018-05-21,2931-PRY-ISR-43240,Complementa,CityVisited: 'Jerusalem'
1249,Mario Abdo Benítez,United States,2018-09-25,3481-PRY-USA-43367,Complementa,CityVisited: 'New York'
1250,Mario Abdo Benítez,Taiwan,2018-10-07,3481-PRY-TWN-43380,Complementa,CityVisited: 'Taipéi'
1251,Mario Abdo Benítez,Vatican City,2018-11-05,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Vatican City en fechas 2018-11-05 - 2018-11-05
1252,Mario Abdo Benítez,Italy,2018-11-05,3481-PRY-ITA-43409,Complementa,CityVisited: 'Roma/Cesena'
1253,Mario Abdo Benítez,Guatemala,2018-11-15,3481-PRY-GTM-43419,Complementa,CityVisited: 'La Antigua Guatemala'
1254,Mario Abdo Benítez,Uruguay,2018-12-18,3481-PRY-URY-43452,Complementa,CityVisited: 'Montevideo'
1255,Mario Abdo Benítez,Brazil,2019-01-01,3481-PRY-BRA-43466,Complementa,CityVisited: 'Brasília'
1256,Mario Abdo Benítez,Switzerland,2019-01-22,3481-PRY-CHE-43485,Complementa,CityVisited: 'Davos'
1257,Mario Abdo Benítez,Colombia,2019-02-22,3481-PRY-COL-43518,Complementa,CityVisited: 'Cúcuta'
1258,Mario Abdo Benítez,Bolivia,2019-03-02,3481-PRY-BOL-43526,Complementa,CityVisited: 'Oruro'
1259,Mario Abdo Benítez,Brazil,2019-03-12,3481-PRY-BRA-43536,Complementa,CityVisited: 'Brasília'
1260,Mario Abdo Benítez,Chile,2019-03-22,3481-PRY-CHL-43546,Complementa,CityVisited: 'Santiago'
1261,Mario Abdo Benítez,Bolivia,2019-06-12,3481-PRY-BOL-43628,Complementa,CityVisited: 'La Paz'
1262,Mario Abdo Benítez,Argentina,2019-07-17,3481-PRY-ARG-43663,Complementa,CityVisited: 'Santa Fe'
1263,Mario Abdo Benítez,Argentina,2019-08-23,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Argentina en fechas 2019-08-23 - 2019-08-23
1264,Mario Abdo Benítez,Argentina,2019-12-10,3481-PRY-ARG-43809,Complementa,CityVisited: 'Buenos Aires'
1265,Mario Abdo Benítez,United States,2019-12-12,3481-PRY-USA-43810,Complementa,CityVisited: 'Washington D.C.'
1268,Mario Abdo Benítez,Uruguay,2020-03-01,3481-PRY-URY-43891,Complementa,CityVisited: 'Montevideo'
1269,Mario Abdo Benítez,Bolivia,2020-11-08,3481-PRY-BOL-44143,Complementa,CityVisited: 'La Paz'
1270,Mario Abdo Benítez,Brazil,2020-12-01,3481-PRY-BRA-44166,Complementa,CityVisited: 'Foz de Iguaçu'
1272,Mario Abdo Benítez,Mexico,2021-09-17,3481-PRY-MEX-44455,Complementa,CityVisited: 'Ciudad de México'
1274,Mario Abdo Benítez,Brazil,2021-11-24,3481-PRY-BRA-44524,Complementa,CityVisited: 'Brasília'
1275,Mario Abdo Benítez,Chile,2022-02-17,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Chile en fechas 2022-02-17 - 2022-02-18
1276,Mario Abdo Benítez,Chile,2022-03-11,3481-PRY-CHL-44630,Complementa,CityVisited: 'Valparaíso'
1277,Mario Abdo Benítez,United States,2022-06-08,3481-PRY-USA-44719,Complementa,CityVisited: 'Los Ángeles'
1278,Mario Abdo Benítez,Bolivia,2022-06-14,3481-PRY-BOL-44726,Complementa,CityVisited: 'Villamontes'
1279,Mario Abdo Benítez,Colombia,2022-08-06,3481-PRY-COL-44779,Complementa,CityVisited: 'Bogotá'
1280,Mario Abdo Benítez,Brazil,2022-08-31,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2022-08-31 - 2022-08-31
1281,Mario Abdo Benítez,United States,2022-09-18,3481-PRY-USA-44823,Complementa,CityVisited: 'New York'
1282,Mario Abdo Benítez,Spain,2022-11-02,3481-PRY-ESP-44867,Complementa,CityVisited: 'Madrid'
1283,Mario Abdo Benítez,Germany,2022-11-09,3481-PRY-DEU-44873,Complementa,CityVisited: 'Berlín/Hamburgo'
1284,Mario Abdo Benítez,Uruguay,2022-12-05,3481-PRY-URY-44901,Complementa,CityVisited: 'Montevideo'
1285,Mario Abdo Benítez,Brazil,2023-01-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2023-01-01 - 2023-01-02
1286,Mario Abdo Benítez,Vatican City,2023-01-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Vatican City en fechas 2023-01-19 - 2023-01-20
1287,Mario Abdo Benítez,Argentina,2023-01-24,3481-PRY-ARG-44950,Complementa,CityVisited: 'Buenos Aires'
1288,Mario Abdo Benítez,United States,2023-01-27,3481-PRY-USA-44953,Complementa,CityVisited: 'Miami'
1289,Mario Abdo Benítez,United Arab Emirates,2023-02-11,3481-PRY-ARE-44970,Complementa,CityVisited: 'Dubái'
1290,Mario Abdo Benítez,Taiwan,2023-02-14,3481-PRY-TWN-44971,Complementa,CityVisited: 'Taipéi'
1291,Mario Abdo Benítez,Argentina,2023-03-10,3481-PRY-ARG-44995,Complementa,CityVisited: 'Buenos Aires'
1292,Mario Abdo Benítez,Brazil,2023-05-30,3481-PRY-BRA-45076,Complementa,CityVisited: 'Brasília'
1293,Mario Abdo Benítez,Argentina,2023-07-03,3481-PRY-ARG-45110,Complementa,CityVisited: 'Puerto Iguazú'
1294,Santiago Peña,United States,2023-09-19,4034-PRY-USA-45186,Complementa,CityVisited: 'New York'
1295,Santiago Peña,United States,2023-10-22,4034-PRY-USA-45222,Complementa,CityVisited: 'Washington D.C.'
1296,Santiago Peña,Uruguay,2023-10-27,4034-PRY-URY-45226,Complementa,CityVisited: 'Montevideo'
1297,Santiago Peña,Chile,2023-11-06,4034-PRY-CHL-45236,Complementa,CityVisited: 'Santiago'
1298,Santiago Peña,Italy,2023-11-26,4034-PRY-ITA-45256,Complementa,CityVisited: 'Rome'
1299,Santiago Peña,Vatican City,2023-11-27,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Vatican City en fechas 2023-11-27 - 2023-11-27
1300,Santiago Peña,United Arab Emirates,2023-11-30,4034-PRY-ARE-45260,Complementa,CityVisited: 'Dubai'
1301,Santiago Peña,Brazil,2023-12-07,4034-PRY-BRA-45267,Complementa,CityVisited: 'Rio de Janeiro'
1302,Santiago Peña,Argentina,2023-12-09,4034-PRY-ARG-45268,Complementa,CityVisited: 'Buenos Aires'
1303,Santiago Peña,Guatemala,2024-01-13,4034-PRY-GTM-45304,Complementa,CityVisited: 'Guatemala City'
1304,Santiago Peña,Brazil,2024-01-15,4034-PRY-BRA-45306,Complementa,CityVisited: 'Brasília'
1305,Santiago Peña,Argentina,2024-02-14,4034-PRY-ARG-45336,Complementa,CityVisited: 'Buenos Aires'
1306,Santiago Peña,Spain,2024-02-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Spain en fechas 2024-02-25 - 2024-02-28
1307,Santiago Peña,Argentina,2024-04-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Argentina en fechas 2024-04-18 - 2024-04-19
1308,Santiago Peña,United States,2024-05-14,4034-PRY-USA-45426,Complementa,CityVisited: 'Washington D.C.'
1309,Santiago Peña,Taiwan,2024-05-18,4034-PRY-TWN-45429,Complementa,CityVisited: 'Taipei'
1310,Santiago Peña,United States,2024-05-29,4034-PRY-USA-45441,Complementa,CityVisited: 'Miami'
1311,Santiago Peña,El Salvador,2024-06-01,4034-PRY-SLV-45443,Complementa,CityVisited: 'San Salvador'
1312,Santiago Peña,Bolivia,2024-06-13,4034-PRY-BOL-45456,Complementa,CityVisited: 'La Paz'
1313,Santiago Peña,Argentina,2024-07-17,4034-PRY-ARG-45490,Complementa,CityVisited: 'Buenos Aires'
1314,Santiago Peña,France,2024-07-23,4034-PRY-FRA-45498,Complementa,CityVisited: 'Paris'
1315,Santiago Peña,Dominican Republic,2024-08-15,4034-PRY-DOM-45520,Complementa,CityVisited: 'Santo Domingo'
1316,Santiago Peña,Costa Rica,2024-08-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Costa Rica en fechas 2024-08-18 - 2024-08-20
1317,Santiago Peña,Uruguay,2024-09-06,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Uruguay en fechas 2024-09-06 - 2024-09-06
1318,Santiago Peña,United States,2024-09-22,4034-PRY-USA-45557,Complementa,CityVisited: 'New York'
1319,Santiago Peña,Mexico,2024-09-29,4034-PRY-MEX-45566,Complementa,CityVisited: 'Mexico City'
1321,Santiago Peña,Brazil,2024-11-18,4034-PRY-BRA-45613,Complementa,CityVisited: 'Rio de Janeiro'
1322,Santiago Peña,Uruguay,2024-12-06,4034-PRY-URY-45632,Complementa,CityVisited: 'Montevideo'
1323,Santiago Peña,France,2024-12-08,4034-PRY-FRA-45635,Complementa,CityVisited: 'Paris'
1324,Santiago Peña,Israel,2024-12-11,4034-PRY-ISR-45637,Complementa,CityVisited: 'Jerusalem'
1325,Santiago Peña,Panama,2025-01-28,4034-PRY-PAN-45685,No aporta,COLT ya tiene el dato completo equivalente
1326,Santiago Peña,Switzerland,2025-01-30,4034-PRY-CHE-45687,No aporta,COLT ya tiene el dato completo equivalente
1327,Santiago Peña,United States,2025-04-26,4034-PRY-USA-45775,No aporta,COLT ya tiene el dato completo equivalente
1328,Santiago Peña,Japan,2025-05-01,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Japan en fechas 2025-05-01 - 2025-05-04
1329,Santiago Peña,Vatican City,2025-05-17,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Vatican City en fechas 2025-05-17 - 2025-05-18
1330,Santiago Peña,Singapore,2025-05-20,4034-PRY-SGP-45800,No aporta,COLT ya tiene el dato completo equivalente
1331,Santiago Peña,United Arab Emirates,2025-05-23,4034-PRY-ARE-45801,No aporta,COLT ya tiene el dato completo equivalente
1332,Santiago Peña,India,2025-05-31,4034-PRY-IND-45810,No aporta,COLT ya tiene el dato completo equivalente
1333,Santiago Peña,Argentina,2025-07-03,4034-PRY-ARG-45841,No aporta,COLT ya tiene el dato completo equivalente
1334,Santiago Peña,United Kingdom,2025-07-21,4034-PRY-GBR-45853,No aporta,COLT ya tiene el dato completo equivalente
1335,Santiago Peña,Finland,2025-07-28,4034-PRY-FIN-45867,No aporta,COLT ya tiene el dato completo equivalente
1336,Santiago Peña,Brazil,2025-09-08,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2025-09-08 - 2025-09-09
1337,Santiago Peña,United States,2025-09-22,4034-PRY-USA-45922,No aporta,COLT ya tiene el dato completo equivalente
1338,Santiago Peña,Italy,2025-10-11,4034-PRY-ITA-45942,No aporta,COLT ya tiene el dato completo equivalente
1339,Santiago Peña,Switzerland,2026-01-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Switzerland en fechas 2026-01-21 - 2026-01-24
1340,Santiago Peña,United Arab Emirates,2026-01-31,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a United Arab Emirates en fechas 2026-01-31 - 2026-02-06
1341,Santiago Peña,United States,2026-02-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a United States en fechas 2026-02-18 - 2026-02-20
1342,Santiago Peña,Brazil,2026-03-23,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Brazil en fechas 2026-03-23 - 2026-03-26
1343,Santiago Peña,United States,2026-05-05,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a United States en fechas 2026-05-05 - 2026-05-05
1344,Santiago Peña,Taiwan,2026-05-06,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Taiwan en fechas 2026-05-06 - 2026-05-10
1345,Santiago Peña,Philippines,2026-05-10,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Philippines en fechas 2026-05-10 - 2026-05-12
1346,Santiago Peña,United States,2026-06-11,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a United States en fechas 2026-06-11 - 2026-06-15
1347,Santiago Peña,Panama,2026-06-22,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Paraguay a Panama en fechas 2026-06-22 - 2026-06-24
1348,Jorge Batlle,Argentina,2000-06-30,1514-URY-ARG-36707,Complementa,CityVisited: 'Buenos Aires'
1349,Jorge Batlle,Brazil,2000-08-31,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Uruguay a Brazil en fechas 2000-08-31 - 2000-09-01
1350,Jorge Batlle,United States,2000-09-06,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Uruguay a United States en fechas 2000-09-06 - 2000-09-08
1351,Jorge Batlle,Canada,2001-04-20,1514-URY-CAN-37000,Complementa,CityVisited: 'Quebec City'
1352,Jorge Batlle,United States,2001-11-08,1514-URY-USA-37204,Complementa,CityVisited: 'New York'
1353,Jorge Batlle,United States,2002-02-11,1514-URY-USA-37298,Complementa,CityVisited: 'Washington DC'
1354,Jorge Batlle,Argentina,2002-02-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Uruguay a Argentina en fechas 2002-02-18 - 2002-02-18
1355,Jorge Batlle,Argentina,2002-06-04,1514-URY-ARG-37411,Complementa,CityVisited: 'Buenos Aires'
1357,Jorge Batlle,Brazil,2002-12-05,1514-URY-BRA-37595,Complementa,CityVisited: 'Brasília'
1358,Jorge Batlle,United States,2003-04-23,1514-URY-USA-37730,Complementa,CityVisited: 'Washington DC'
1359,Jorge Batlle,Puerto Rico,2003-08-25,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Uruguay a Puerto Rico en fechas 2003-08-25 - 2003-08-27
1360,Jorge Batlle,United States,2003-08-27,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Uruguay a United States en fechas 2003-08-27 - 2003-08-28
1361,Jorge Batlle,Vatican City,2003-10-11,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Uruguay a Vatican City en fechas 2003-10-11 - 2003-10-12
1362,Jorge Batlle,Italy,2003-10-13,1514-URY-ITA-37905,Complementa,CityVisited: 'Rome'
1363,Jorge Batlle,Angola,2003-10-15,1514-URY-AGO-37911,Complementa,CityVisited: 'Luanda'
1364,Jorge Batlle,Bolivia,2003-11-14,1514-URY-BOL-37939,Complementa,CityVisited: 'Santa Cruz de la Sierra'
